_id,id,text,label,,,,,,
ObjectId(5cda3b795e75395dc86f5492),1.13E+18,My tat man is on vacation i just came through to the shop for nothingggg 🤧🤧🤧,,,,,,,
ObjectId(5cda3b795e75395dc86f5494),1.13E+18,So excited my vacation starts tomorrow 😭😭�?,,,,,,,
ObjectId(5cda3b795e75395dc86f5496),1.13E+18,"Check out our new listing at the #W #residence in #FortLauderdaleBeach, for more details please click here https://t.co/Md2VizzFeU
BUSINESS VACATION OPPORTUNITY WITH A GUARANTEED ROI, ASK ME HOW?

@TheHomeOwnerListingTeam @homeownerlistingteam... https://t.co/OyZRTGpHHb",,,,,,,
ObjectId(5cda3b795e75395dc86f5498),1.13E+18,I’m on vacation .. in joels lane 🤫,,,,,,,
ObjectId(5cda3b795e75395dc86f549a),1.13E+18,I really want a guess swimsuit but 60 dollars on a swimsuit when I live in Minnesota and don’t have a tropical vacation planned Issa no,,,,,,,
ObjectId(5cda3b795e75395dc86f549c),1.13E+18,@seshat0120 Spring decided it needed a vacation here. Temps will be in the low 60s in the day and the 40s at night for the next couple of days. I'll probably get a cold on top of everything else stressing me about work.,,,,,,,
ObjectId(5cda3b795e75395dc86f549e),1.13E+18,I just need this week to go smoothly so I can get ready for my vacation 🤩,,,,,,,
ObjectId(5cda3b795e75395dc86f54a0),1.13E+18,"and so, that's what they did. junhee woke up early the following day and made donghun wake up as well. donghun saw junhee's smile through his half open eyes. he looked excited, like a happy kid thrilled for his first day of vacation.

""come on..."" he whined, trying to",,,,,,,
ObjectId(5cda3b795e75395dc86f54a2),1.13E+18,Vacation starts NOW!!!! 🎉🎉🎉🎉,,,,,,,
ObjectId(5cda3b795e75395dc86f54a4),1.13E+18,"Just a reminder to take a break for yourself. 
Find out how. Link in Bio.

#metime #positivevibes #takeabreak  #takecareofyou #numberone #timeaway #comm323 #beach #vacation #isitsummeryet�?https://t.co/Feh5JVwbMd",,,,,,,
ObjectId(5cda3b795e75395dc86f54a6),1.13E+18,My new client number somehow deleted from my phone and her SA is on vacation until next week 😩😩,,,,,,,
ObjectId(5cda3b795e75395dc86f54a8),1.13E+18,hot tv channel free live adults tv channels streaming adult vacation destinations hardxore about to lose my virginity how will you lose your virginity https://t.co/IFclftqTeR,,,,,,,
ObjectId(5cda3b795e75395dc86f54aa),1.13E+18,Who's ready to go on a vacation? Let us know what's at the top of your must-visit list. #Travel https://t.co/RBaRHcmVAh,,,,,,,
ObjectId(5cda3b795e75395dc86f54ac),1.13E+18,I should have bought more vacation time for this year.,,,,,,,
ObjectId(5cda3b795e75395dc86f54ae),1.13E+18,"Singaporean couple's nightmare Bali vacation

https://t.co/udgruQLYYt",,,,,,,
ObjectId(5cda3b795e75395dc86f54af),1.13E+18,@leftnationalism Where is he on vacation?,,,,,,,
ObjectId(5cda3b795e75395dc86f54b1),1.13E+18,@bigbird91470 Not bitter. When he is on vacation for the next month he won’t give a shit about none of this,,,,,,,
ObjectId(5cda3b795e75395dc86f54b3),1.13E+18,JOB; New York NY USA - Community Health Program Manager - Medical Insurance Dental insurance Pension V: Medical Insurance Dental insurance Pension Vacation days Sick days Responsibilities include Responsible for and mon JOBS HEALTH #INSURANCE https://t.co/Bd1IDW0SME,,,,,,,
ObjectId(5cda3b795e75395dc86f54b4),1.13E+18,"The universe knows my vacation is soon....   I walked into ""busy"" today....   Meh... so it goes.... https://t.co/cy3NFX94Yd",,,,,,,
ObjectId(5cda3b795e75395dc86f54b6),1.13E+18,"Made a silly little video of my vacation. Hope everyone is doing well and taking time off when the need/deserve it!

https://t.co/aDINfSyHMm https://t.co/YkxPKSfOk9",,,,,,,
ObjectId(5cda3b795e75395dc86f54b8),1.13E+18,"I’m on vacation. I’m supposed to be lying in the sun, wearing very little clothing, having people bring me food and drink, as I go in and out of naps, while also getting a nice tan. Not�?https://t.co/DOm1caCbPG",,,,,,,
ObjectId(5cda3b795e75395dc86f54bb),1.13E+18,@ratpisspoison Thatd be awesome! She has a bunch of vacation videos of her and my great grandpa that she really wants to rewatch whioe she can still see lol,,,,,,,
ObjectId(5cda3b795e75395dc86f54bd),1.13E+18,"Back from vacation and had some fun with episode 2 of @BlueStarFord #MondayLotWalk.
#DigitalMarketing #Marketing #filmmaking #contentcreator #nosmallcreator #AutoIndustry #CarIndustry https://t.co/purmM6TCeg",,,,,,,
ObjectId(5cda3b795e75395dc86f54bf),1.13E+18,"Starting the Rad Years summer vacation event next month on https://t.co/mXC9O0seG2 anything in patrticular you want me to write about? Dig up, research?",,,,,,,
ObjectId(5cda3b795e75395dc86f54c1),1.13E+18,@hytesluzon My sisters started their summer vacation two weeks before ramadan.. just move to sa 😂😂,,,,,,,
ObjectId(5cda3b795e75395dc86f54c3),1.13E+18,"Successfully completed my first year of grad school. 🙌🏽😭 One year down, one more to go. Now to enjoy a vacation, Jamaica tomorrow ✈️✌�?,
ObjectId(5cda3b795e75395dc86f54c6),1128045256589451264,Rollin up that marijuana ",,,,,,,
"That’s a cheap vacation.""",,,,,,,,,
ObjectId(5cda3b795e75395dc86f54c8),1.13E+18,Travel #news: Thai Airways International resumes Sendai service in W19 https://t.co/MlmkgR5F3C #travel #vacation #trips #cruise #cruises #holiday #hotels #resorts #flight #world #places #flights #outdoor,,,,,,,
ObjectId(5cda3b795e75395dc86f54ca),1.13E+18,world adult tv school girl i what constitutes virginity cancun all inclusive adults vacation packages schoolgirl and teacher couple costume when do we lose our virginity https://t.co/USfJUopIK2,,,,,,,
ObjectId(5cda3b795e75395dc86f54cc),1.13E+18,Fuck I just wanna go on vacation and nooooo one is w it 😕🤦🏻‍♀�?,,,,,,,
ObjectId(5cda3b795e75395dc86f54cd),1.13E+18,"@EricTrump ""green New Deal""? he has lost in the and should take a vacation to Oaho ... New York is not ""green Deal "" just as they are pushing too early for cars with out Gas",,,,,,,
ObjectId(5cda3b795e75395dc86f54ce),1.13E+18,GOING TO PF IS WORSE THEN GETTING OUT OF BED AT 5AM ON A 20 DEGREE DAY TO WORK ON WALL STREET WITH HUGE AMOUNT OF STRESS FOR 9 HOURS. LOVE NOT WORKING OUT IN VERO BEACH. LIKE BEING ON VACATION.,,,,,,,
ObjectId(5cda3b795e75395dc86f54d0),1.13E+18,"Raise your hand if you could use a beach #vacation right now! 🙋🏻‍♀�?

Well, I know just the place. You'll be sipping cocktails under an umbrella by day and salsa dancing your way through South Beach by night when you stay at --&gt; https://t.co/PswkjzCVo1

#travel #loveFL #FoundInMiami https://t.co/IrQEdDMlbt",,,,,,,
ObjectId(5cda3b795e75395dc86f54d2),1.13E+18,@hillbillylive Vacation time!! 😁🍻🏖 Clink Clink ... https://t.co/TBXDcX1vIv,,,,,,,
ObjectId(5cda3b795e75395dc86f54d4),1.13E+18,@richard_coppins @JeffDeRiso @timesunion I have extended family in CT and they went to Lake George for vacation every summer for a long time. I'm pretty sure that at least one of them still has hardcore TDS. I wonder if this news could start to let some light in?,,,,,,,
ObjectId(5cda3b795e75395dc86f54d6),1.13E+18,I always ask one question when I hear something new. What's your target? If it's not vacation and good vibes then who is your target.? If you aiming for somebody negatively then that song is not for me.,,,,,,,
ObjectId(5cda3b795e75395dc86f54d8),1.13E+18,"#StarWarsMemories re-creating the Hoth and Dagobah scenes, and always having to take my stuff with me wherever we went on vacation. https://t.co/YHvXrx21bU",,,,,,,
ObjectId(5cda3b795e75395dc86f54da),1.13E+18,"Deployment # 3 coming to an end soon. So ready to be non-deployable for the next 3 years, ya boyy is buuurnt out. I need a damn vacation.",,,,,,,
ObjectId(5cda3b795e75395dc86f54dc),1.13E+18,"I dunno why, but whenever someone goes on vacation, my first question to them is always, ""What's the oddest or most unusual thing you ate?"" I can't stop it.",,,,,,,
ObjectId(5cda3b795e75395dc86f54de),1.13E+18,What to do in #Oklahoma while waiting for your storm chasing tour to start. https://t.co/LUhVocD1k2 #AdventureTravel #StormChasing #Vacation,,,,,,,
ObjectId(5cda3b7a5e75395dc86f54e0),1.13E+18,What he did do was go on vacation and say I could use all his eggs in the fridge. Guess who's making flan and cranberry bread this week?,,,,,,,
ObjectId(5cda3b7a5e75395dc86f54e2),1.13E+18,"Me: why is there a Lowe’s at the beach? Who would go to Lowe’s while on vacation? 
Layke: your dad. 
@JerryThreet #truth",,,,,,,
ObjectId(5cda3b7a5e75395dc86f54e4),1.13E+18,"@garethwronski Right? All we know about them is that they were dentists which is supposed to make them seem dull, but they had to have been extraordinary parents. I always wondered what Hermione did during summer vacation.",,,,,,,
ObjectId(5cda3b7a5e75395dc86f54e6),1.13E+18,i need this vacation fucking bad,,,,,,,
ObjectId(5cda3b7a5e75395dc86f54e8),1.13E+18,"@Liz_Cheney @RepRashida Liar. Are you going to grow up to be a #warcriminal just like your Dad?  Maybe a nice family vacation to The Hague would be nice. Oh, I forgot, Poppop can’t leave the country.",,,,,,,
ObjectId(5cda3b7a5e75395dc86f54ea),1.13E+18,#Summer #Vacation is coming! 😃 Gather your #friends &amp; #family for good times at #Boston #Segway #Tours 😎 https://t.co/GX3eE3bHkq https://t.co/OCt10ERrNo,,,,,,,
ObjectId(5cda3b7a5e75395dc86f54ec),1.13E+18,@_tonyjefferson wtf...people gettin angry before they go on vacation?  Either that or Stella didnt get her groove back...wtf,,,,,,,
ObjectId(5cda3b7a5e75395dc86f54ef),1.13E+18,"@AraceliStarling It is what it is, I just was hoping that at least the first day back I could retain a bit of my vacation chill 🤣",,,,,,,
ObjectId(5cda3b7a5e75395dc86f54f1),1.13E+18,2 more weeks until summer vacation :) https://t.co/mIY6jgFmSI,,,,,,,
ObjectId(5cda3b7a5e75395dc86f54f3),1.13E+18,Days away from vacation ☺️😎🥳,,,,,,,
ObjectId(5cda3b7a5e75395dc86f54f4),1.13E+18,My new job give you two weeks paid vacation time,,,,,,,
ObjectId(5cda3b7c5e75395dc86f54f6),1.13E+18,I NEED A VACATION !,,,,,,,
ObjectId(5cda3b7c5e75395dc86f54f8),1.13E+18,Happy Monday.  Enjoy the out of doors the sun is out at our house.  #sunshine #flowers #photos #photography #pics #travelpics #norway #lilacs #vacation #travelagent #disneyvacations https://t.co/REnycGjBgP,,,,,,,
ObjectId(5cda3b7c5e75395dc86f54fa),1.13E+18,I need a vacation 🥴,,,,,,,
ObjectId(5cda3b7c5e75395dc86f54fc),1.13E+18,@RAMRANTS I get it. I went on vacation for a week and didn't touch twitter. My life was much more peaceful.,,,,,,,
ObjectId(5cda3b7c5e75395dc86f54fe),1.13E+18,@kelseypz FREE VACATION DAY! https://t.co/NubACzMlEe,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5501),1.13E+18,Some help! What’s a good app to make a super cute vacation video like the vibey ones I always see on Twitter,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5503),1.13E+18,"It's time for a family getaway! Join us for @VISITFLORIDA's #FLTravelChat, tomorrow at 1p, as we help you plan your next family vacation! Join the conversation: https://t.co/xexLtp0u9k https://t.co/FoqUtWznzM",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5505),1.13E+18,"🎯 Vacation Opportunity-Explore Vacation Rentals
fund Robins Nest Properties series of vacation homes for rent
@day_management #VacationRental #RobinsNestProperty 
#ididitucan #CrowdFund #CrowdFunding @Indiegogo
#Indiegogo 
⬇️
PLEASE SUPPORT
⬇️
https://t.co/SRgxPyTi84 https://t.co/qhs4bPwEB4",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5507),1.13E+18,@UniversalORL takes the stress out of planning a theme park vacation. Find out how easy a vacation to #Universal can be! https://t.co/DV4etC5h5E,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5509),1.13E+18,"All our cottages are designed with comfortability &amp; coziness in mind. Pleasant decor &amp; a welcoming environment are sure to help you create relaxing &amp; lasting memories!

#airbnb #travel #beach #CorpusChristi #NorthBeach #texas #vacation #summer #beachtobay

https://t.co/UTEi8GOkR6 https://t.co/Aj4XWjVebR",,,,,,,
ObjectId(5cda3b7c5e75395dc86f550b),1.13E+18,"Such cool idea! Travel around the world and learn new skills like painting, sculpting, and calligraphy. It reminds me of @Airbnb experiences, but more focused on learning a new craft �?VAWAA | Vacation With an Artist https://t.co/U3mOdmaQwi @vawaa_ via @TheWebbyAwards",,,,,,,
ObjectId(5cda3b7c5e75395dc86f550d),1.13E+18,Just a few more weeks and we leave for our family vacation 🤘🏼,,,,,,,
ObjectId(5cda3b7c5e75395dc86f550f),1.13E+18,I wanna get married and have threesomes with bitches my man find attractive while we on vacation then come home and act like a wholesome couple,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5511),1.13E+18,@AirCanada ... I booked a round trip in advance. My work schedule change where ill be working. One of your agents is telling me I have to forfeit my entire vacation flight due to the fact I am now unable to depart from the airport on the first leg of my flight.,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5513),1.13E+18,The amount of work I came back to find ughhhhhhh. This is why people don’t vacation hahaha,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5515),1.13E+18,"@94butler Well, it's really hard to tell for sure from the photos. It is possibly an albino cottontail, but its size may be a bit more like a domestic rabbit. Best to check with the neighbors for lost pets - or perhaps, the Easter Bunny is taking his post-holiday vacation!",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5517),1.13E+18,"Nothing like being ghosted, but now that I think about it, that guy was lying the whole time on who he was really on vacation with.",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5519),1.13E+18,"@_Nintendo_bros Hello up there ✌️😁✌️ I'm shifting more towards Teleportation.. i have a feeling it would be most beneficial when it comes to summer vacation, think of the money saved on travel! 😉 Unfortunately i haven't seen much of the new Shifty Station, i like to wait for the day to see 😄",,,,,,,
ObjectId(5cda3b7c5e75395dc86f551b),1.13E+18,"I’m having Vacation Withdrawal so I may show some bravery and watch parts of THE TOURIST just to temporarily re-visit Venice, Italy. https://t.co/bxdbqOKmK8",,,,,,,
ObjectId(5cda3b7c5e75395dc86f551d),1.13E+18,"Expired passport? No problem! From mountains to beaches and all the great American land in between, you won't regret staying on the mainland for your next vacation.
#karenhocuttrealestate #eraparrishrealty https://t.co/DqdsRETAEH",,,,,,,
ObjectId(5cda3b7c5e75395dc86f551f),1.13E+18,"For entrepreneurs and people who don't have 9-5 schedules, it is also important to give your/ourselves personal and vacation time &gt;&gt;&gt; #wellbeing https://t.co/XemXG8BNJw",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5521),1.13E+18,"Wise words from Jane tande- “most people are worried about what they will have for dinner, or next vacation. When you are awake you worry about every turn and everything happens at a rapid pace. �?so true. When you are awake you see everything around you and it’s hard to pay",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5523),1.13E+18,"@HandsomeJack71 @LeaderHoyer @RashidaTlaib @IlhanMN Steny, I’m so happy DJT tossed you off the bus w/ Schiff and other phonies trying to get a govt paid vacation😎",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5525),1.13E+18,"I’ve tried a lot of different things to be happy this year (new writing, desperately resubmitting old writing, a diet, a vacation, new relationships) and none of them have helped for more than a few hours at a time",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5527),1.13E+18,"Please tell me how all of you people are constantly on a vacation, taking trips just to fuck around and living so care free while working part time jobs or with no real job... and I’m over here working full time and struggling paycheck to paycheck #pleasetellmeyoursecrets",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5529),1.13E+18,i need a real vacation. on a beach.,,,,,,,
ObjectId(5cda3b7c5e75395dc86f552b),1.13E+18,I desperately need a family vacation,,,,,,,
ObjectId(5cda3b7c5e75395dc86f552d),1.13E+18,@Tala_NoExcuses @PondHockeyPro Think of it as a mini vacation from myself. 😎,,,,,,,
ObjectId(5cda3b7c5e75395dc86f552f),1.13E+18,@motivatinghes I think this requires some vacation planning effort 😏,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5531),1.13E+18,I want a vacation..,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5533),1.13E+18,"When we are dating all these things must count ..gift ,vacation,birthday ,Valentine’s day ..don’t tell me everyday is valentines 😁☝️☝️☝️And we must both have sense",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5535),1.13E+18,JOB; North Richland Hills United States - Sales Manager in Training - Medical insurance Dental insurance: Medical insurance Dental insurance Life insurance Vision insurance 401k Paid vacation personal time off Employee JOBS WORK MEDICAL https://t.co/FNI5fvUg1f,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5537),1.13E+18,"@LadyFalchion “It is almost vacation season.�?
She was definitely the type of person to refer to summer as “vacation season.�?
“Do you have any plans for where you’re going? There’s so many cool places~�?,
ObjectId(5cda3b7c5e75395dc86f5539),1128044404747526145,@mattyrock2k What is an infinity stone gauntlet? I mean", I hope you get it," I'd like a vacation.""",,,,,
ObjectId(5cda3b7c5e75395dc86f553b),1.13E+18,Life is probably a vacation from another life or sumn like that. Enjoy it while it lasts.,,,,,,,
ObjectId(5cda3b7c5e75395dc86f553d),1.13E+18,JOB; Nashville TN USA - Class A CDL Driver - Local Delivery Home Daily - Driver referral bonus Paid Vac: Driver referral bonus Paid Vacation Uniforms are Provided Plenty of freight to keep you busy and home every other day JOBS TRUCKING https://t.co/OISVYnY0xN,,,,,,,
ObjectId(5cda3b7c5e75395dc86f553f),1.13E+18,"┍━
    peter's on vacation, an open invitation
                                                               ━┙ https://t.co/TSdi37F5r0",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5541),1.13E+18,Back from vacation... 30 degrees in San Juan yesterday and 9 here today... brrrr. Putting the shorts away and getting out the jeans again😭,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5543),1.13E+18,@AirlineFlyer I've solved this problem by never going on vacation.,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5545),1.13E+18,How to get from the airport to Fira and the rest of Santorini #santorini #greece #guide #travel #vacation #santoriniview https://t.co/m5sPJhnicb,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5547),1.13E+18,"Hey!! Finally back home from the mini vacation with my fam~
It's nice to be back in my own space again =w=
And this summer will be fun since I have a lot of free time~
Besides contacting professors and going to the gym anyways 🌺
Hope everyone is doing well and taking care C:",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5549),1.13E+18,Vacation is getting real! #adultingandshit #hillbillylive https://t.co/lJpLGIe5DB,,,,,,,
ObjectId(5cda3b7c5e75395dc86f554b),1.13E+18,Came back from vacation and forgot to pick my kid up. Smh.,,,,,,,
ObjectId(5cda3b7c5e75395dc86f554d),1.13E+18,"@Drofcredit a personal loan to ""get married"" or ""take a vacation""  Is this the Onion ?",,,,,,,
ObjectId(5cda3b7c5e75395dc86f554f),1.13E+18,Vacation is getting real! #adultingandshit #hillbillylive https://t.co/7PsUAFnTOL,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5551),1.13E+18,It’s almost as if there’s something/someone that knows I’m on vacation next week and they’re trying me https://t.co/VUWgMOopAN,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5553),1.13E+18,"No stream tonight! 

10 hour work day today, packing tomorrow for florida vacation!",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5555),1.13E+18,It’s almost my vacation 😊😊,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5557),1.13E+18,Why am I not on vacation rn,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5559),1.13E+18,speed dating best adults only all inclusive caribbean resorts 2016 new adult swim show all inclusive adults vacation resorts all inclusive resorts with no kids hardcore 2015 https://t.co/Zar4PuPDEn,,,,,,,
ObjectId(5cda3b7c5e75395dc86f555b),1.13E+18,1 more week till vacation with my bff...much deserved and def can’t wait omg,,,,,,,
ObjectId(5cda3b7c5e75395dc86f555d),1.13E+18,Amanda and I are getting drunk in the airport VACATION YEAH,,,,,,,
ObjectId(5cda3b7c5e75395dc86f555f),1.13E+18,"Bless filters ! I'm on vacation for a week this mean cosplay making fun ! I'm revamping my star guardian Soraka , finish up Pink Mercy and kicking it in high gear for Ciri. What are you�?https://t.co/PXSmI05wVr",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5561),1.13E+18,Me on vacation teaching my little sister how to shoot my angles https://t.co/lbXcdVxRNW,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5563),1.13E+18,"The Lake of the Ozarks is a popular location for vacation property purchases. A local title insurance company can help ensure all your bases are covered for an easy closing process. 🏠
https://t.co/fFNsRWLHVa
#TitleInsurance #LakeoftheOzarks #RealEstate https://t.co/ZfXZyaI4sS",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5565),1.13E+18,teen magazine what its like to lose your virginity american school girl outfit all inclusive adults only vacation spots haard core adult tv chanal in india https://t.co/eXZyhx49jU,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5567),1.13E+18,@samatokibun YOU DESERVE THE VACATION !!!! ❤️,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5569),1.13E+18,So I really wanna take a vacation for like a year or two 😂,,,,,,,
ObjectId(5cda3b7c5e75395dc86f556b),1.13E+18,"@AllenCowgill @RideRTD If you get 3 weeks vacation and 10 holidays, this amounts to being stuck in traffic only 21 minutes per day. My commute with RTD vs. car blows up by twice that just on a normal day. When the buses are late ...",,,,,,,
ObjectId(5cda3b7c5e75395dc86f556d),1.13E+18,Where’s a good place to go on a solo vacation ?,,,,,,,
ObjectId(5cda3b7c5e75395dc86f556f),1.13E+18,@ajost It’s nice to be on vacation,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5571),1.13E+18,Hell would be a vacation,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5573),1.13E+18,"We love traveling, do you? Read the article below to see some amazing places you could travel with your friends &amp; family! 🤩 Our favorite is number 12 because we just visited Barcelona and had the time of our lives! We hope you find your dream vacay! 🌎
https://t.co/yISYFmG2Sq https://t.co/5WHzfCs5wu",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5575),1.13E+18,Are you a medieval peasant? https://t.co/Ln08G9T9fV,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5577),1.13E+18,My toxic trait: thinking I need a different bathing suit for every day of vacation. 🤷🏻‍♀️�?,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5579),1.13E+18,Anyone wanna go on vacation with me,,,,,,,
ObjectId(5cda3b7c5e75395dc86f557b),1.13E+18,"@RadioFreeTom Where the fuck are you on vacation?  Jesus, sounds pleasant. https://t.co/4KQXo0B1OC",,,,,,,
ObjectId(5cda3b7c5e75395dc86f557d),1.13E+18,@HbSubomi No vacation,,,,,,,
ObjectId(5cda3b7c5e75395dc86f557f),1.13E+18,@hytesluzon Wait you don't get a vacation in ramadan ?,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5581),1.13E+18,"Going to see a movie in a few hours, but in the meantime, how about we do some #Minecraft #SkyFactory4 on the stream? I'm on vacation, so might as well enjoy it!! https://t.co/vS8fxACz7s",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5583),1.13E+18,I said I wanted to bake on vacation and now I’m sunburnt 👍 #noregrets #vacation #sunbathing,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5585),1.13E+18,2 more weeks and I’m on vacation!!,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5587),1.13E+18,I can’t wait until vacation 😩 57 days 🌴🌊,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5589),1.13E+18,Lmfao I’m off tomorrow and using 1 of my 18 vacation days!🤷🏽‍♂�?,,,,,,,
ObjectId(5cda3b7c5e75395dc86f558b),1.13E+18,"Yes! One of my favorite vacation memories was reading Honeymoon by @JP_Books in a kayak on Bridge Lake in Canada. For #readers, the books are the vacation! #amreading https://t.co/MUVP7Fv2I3",,,,,,,
ObjectId(5cda3b7c5e75395dc86f558d),1.13E+18,Had a vacation planned out but I had to bail my homie out of jail 🤦🏻‍♂�?who realer than me I’ll wait! 💯 - fer,,,,,,,
ObjectId(5cda3b7c5e75395dc86f558f),1.13E+18,Can't wait for vacation..!😒,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5591),1.13E+18,So ready for vacation to start on Friday,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5593),1.13E+18,I should’ve stayed at home lol but 🤷🏾‍♀�?hey shoutout to my vacation next week,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5595),1.13E+18,"Today was a textbook ""the Monday following a vacation"" day. Yeesh.",,,,,,,
ObjectId(5cda3b7c5e75395dc86f5597),1.13E+18,@AliciaE79149084 Are you guys coming down again before the vacation?? We miss you too😩,,,,,,,
ObjectId(5cda3b7c5e75395dc86f5599),1.13E+18,vacation mode is activated and i leave in 4 days 😐 #EDCLV2019,,,,,,,
ObjectId(5cda3b7c5e75395dc86f559b),1.13E+18,IT’S FINALLY HERE!! VACATION!! ☀�?https://t.co/PRrAbZ3oGF,,,,,,,
ObjectId(5cda3b7c5e75395dc86f559d),1.13E+18,Whos gonna tell my brain it still has one test left.. its on vacation mode https://t.co/7Ye9XbvBbL,,,,,,,
ObjectId(5cda3b7c5e75395dc86f559f),1.13E+18,"I need an infinity stone gauntlet, stat. No. Not a prop. The real one. When I get it, lots of people should go on vacation. Immediately. #infinitystones #gauntlet #run #hide #GoOnVacation",,,,,,,
ObjectId(5cda3b7c5e75395dc86f55a1),1.13E+18,"#Pokhara, the city of Lakes, is one of the most beautiful places to visit in #Nepal. It is also a starting point to trek the #Annapurna trekking trails. Book your tour today.
#tour2019 #holiday #Vacation #sightseeing #TravelTuesday #May https://t.co/A3ZEEFr1jx https://t.co/vXWAg6nv5o",,,,,,,
ObjectId(5cda3b7c5e75395dc86f55a3),1.13E+18,Lunch before the car museum! #mjgetaway #halibutcornchowder #alaska #vacation @padge007 https://t.co/1tdaYge2nJ https://t.co/YyL5iN5zT3,,,,,,,
ObjectId(5cda3b7c5e75395dc86f55a5),1.13E+18,"Anyone have a fun vacation planned this summer? One of our team members is taking off for Spain today, and she made sure to stop in before her flight to stock up on all of the essentials (and maybe a few nonessentials too 😉). https://t.co/ykkGmrgYCa",,,,,,,
ObjectId(5cda3b7c5e75395dc86f55a7),1.13E+18,"@notcapnamerica I get paid for unused vacation and sicks days because they never accept my days, figure that shit out.",,,,,,,
ObjectId(5cda3b7c5e75395dc86f55a9),1.13E+18,New England Golf Courses ReOpen #newengland #golfvacation #newenglandgolf #GolfResort #newenglandgolfing #NewEnglandResort #vacation #travel #golf #countryclub https://t.co/35yoL7lpjS,,,,,,,
ObjectId(5cda3b7c5e75395dc86f55ab),1.13E+18,"Vacation time calling you? 
We have your plans ready!  
https://t.co/jXW57a1lGA
#plans #Canada #CostaRica #CaboSanLucas #Germany #italy #France #England #Austria #Utah #montana #Colorado #Florida #SouthCarolina #maine #Chicago #NOLA #NYC #Arizona #Iceland #Michigan #Washington https://t.co/5cB29IS6ZD",,,,,,,
ObjectId(5cda3b7c5e75395dc86f55ad),1.13E+18,adult vacations cheap all inclusive adults only vacation packages what is hardcore i want your virginity fit school girls thats hardcore https://t.co/MKo7ljqjhx,,,,,,,
ObjectId(5cda3b7c5e75395dc86f55af),1.13E+18,Woman dies from rabies after bites from stray puppy during vacation - https://t.co/PWp5wZDLYB #news965 #rabies #wdbo https://t.co/fykVkPPscO,,,,,,,
ObjectId(5cda3b7c5e75395dc86f55b1),1.13E+18,So basically I kinda went on vacation to the bahamas. That's why I left,,,,,,,
ObjectId(5cda3b7c5e75395dc86f55b3),1.13E+18,"Jenna Marbles goes on vacation for one week  

*yOuTuBe cRuMbLeS tO PiEcEs*

@Jenna_Marbles @shanedawson @JeffreeStar",,,,,,,
ObjectId(5cda3b7c5e75395dc86f55b5),1.13E+18,@Dreweeks12 @Isabel_Irelan She has a house in Vegas so sorry you are missing out on the vacation home if ours🤷🏼‍♀�?,,,,,,,
